unitid,institution name,year,HD2019.State abbreviation,HD2019.Sector of institution,HD2019.Historically Black College or University,DRVC2019.Associate's degree,DRVC2019.Bachelor's degree,DRVC2019.Master's degree,DRVC2019.Doctor's degree - research/scholarship,DRVC2019.Doctor's degree - professional practice,DRVC2019.Doctor's degree - other,DRVC2019.Certificates of less than 1-year,DRVC2019.Certificates of 1 but less than 2-years,DRVC2019.Certificates of 2 but less than 4-years,DRVC2019.Postbaccalaureate certificates,DRVC2019.Post-master's certificates,DRVC2019.Number of students receiving an Associate's degree,DRVC2019.Number of students receiving a Bachelor's degree,DRVC2019.Number of students receiving a Master's degree,DRVC2019.Number of students receiving a Doctor's degree,DRVC2019.Number of students receiving a certificate of less than 1-year,DRVC2019.Number of students receiving a certificate of 1 but less than 4-years,DRVC2019.Number of students receiving a Postbaccalaureate or Post-master's certificate
459259,South University–Richmond,2019,Virginia,"Private for-profit, 4-year or above",No,42,61,74,0,1,0,0,0,0,0,2,42,61,74,1,0,0,2
161484,Northern Maine Community College,2019,Maine,"Public, 2-year",No,147,,,,,,1,44,0,,,142,,,,1,43,
453297,International Culinary Arts and Sciences Institute,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,3,6,0,,,0,,,,3,6,
434672,Community College of Baltimore County,2019,Maryland,"Public, 2-year",No,2168,,,,,,637,189,0,,,2133,,,,601,189,
231873,Dabney S Lancaster Community College,2019,Virginia,"Public, 2-year",No,121,,,,,,96,102,0,,,115,,,,80,91,
128674,Branford Hall Career Institute-Branford Campus,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,0,100,0,,,0,,,,0,100,
183080,Plymouth State University,2019,New Hampshire,"Public, 4-year or above",No,0,931,228,14,0,0,66,0,0,60,43,0,931,214,14,66,0,102
162681,Purdue University Global-Hagerstown,2019,Maryland,"Public, 4-year or above",No,,,,,,,,,,,,,,,,,,
446774,Blue Ridge Community and Technical College,2019,West Virginia,"Public, 2-year",No,552,,,,,,0,551,0,,,485,,,,0,486,
483726,Luckes Beauty Academy LLC,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,0,9,0,,,0,,,,0,9,
490443,The Esthetic Institute,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,137,0,0,,,0,,,,137,0,
183910,Caldwell University,2019,New Jersey,"Private not-for-profit, 4-year or above",No,0,311,124,9,0,0,0,0,0,0,0,0,311,124,9,0,0,0
128780,Charter Oak State College,2019,Connecticut,"Public, 4-year or above",No,70,465,41,0,0,0,55,3,0,0,0,70,465,41,0,54,3,0
164313,Wor-Wic Community College,2019,Maryland,"Public, 2-year",No,319,,,,,,87,54,0,,,310,,,,87,54,
167288,Massachusetts College of Liberal Arts,2019,Massachusetts,"Public, 4-year or above",No,0,300,30,0,0,0,0,0,0,7,19,0,288,30,0,0,0,26
201098,Ashland County-West Holmes Career Center,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,44,19,0,,,0,,,,44,14,
237118,Alderson Broaddus University,2019,West Virginia,"Private not-for-profit, 4-year or above",No,6,160,37,0,0,0,0,0,0,0,0,5,155,37,0,0,0,0
483920,LaBarberia Institute of Hair,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,0,1,62,,,0,,,,0,63,
128896,Cortiva Institute-Cromwell,2019,Connecticut,"Private for-profit, less-than 2-year",No,0,,,,,,10,15,0,,,0,,,,10,15,
407391,Capri Institute of Hair Design-Brick,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,47,21,0,,,0,,,,47,21,
166629,University of Massachusetts-Amherst,2019,Massachusetts,"Public, 4-year or above",No,43,6356,1701,350,39,0,428,0,0,88,0,43,6082,1676,389,407,0,88
449658,Bais Medrash Toras Chesed,2019,New Jersey,"Private not-for-profit, 4-year or above",No,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
168430,Worcester State University,2019,Massachusetts,"Public, 4-year or above",No,0,1111,236,0,0,0,0,0,0,121,17,0,1111,236,0,0,0,138
454236,Chamberlain University-Ohio,2019,Ohio,"Private for-profit, 4-year or above",No,0,179,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0
217165,Bryant University,2019,Rhode Island,"Private not-for-profit, 4-year or above",No,0,885,152,0,0,0,0,0,0,8,0,0,876,152,0,0,0,8
165936,Gordon College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,388,70,0,0,0,0,0,0,0,11,0,388,70,0,0,0,11
201946,University of Cincinnati-Clermont College,2019,Ohio,"Public, 4-year or above",No,501,58,0,0,0,0,44,18,0,0,0,496,58,0,0,44,18,0
234164,Virginia Union University,2019,Virginia,"Private not-for-profit, 4-year or above",Yes,0,252,116,0,0,6,0,0,0,0,0,0,252,116,6,0,0,0
128902,Connecticut College,2019,Connecticut,"Private not-for-profit, 4-year or above",No,0,403,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0
167057,The New England Conservatory of Music,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,0,88,147,10,0,0,0,0,1,32,0,0,88,147,10,0,1,32
206181,Tri-Rivers Career Center,2019,Ohio,"Public, less-than 2-year",No,0,,,,,,51,83,0,,,0,,,,51,83,
237817,Southern West Virginia Community and Technical College,2019,West Virginia,"Public, 2-year",No,277,,,,,,0,107,0,,,243,,,,0,103,
461704,Capilo School of Hair Design,2019,Maine,"Private for-profit, less-than 2-year",No,0,,,,,,63,45,0,,,0,,,,63,45,
128498,Albertus Magnus College,2019,Connecticut,"Private not-for-profit, 4-year or above",No,30,289,166,0,0,0,1,0,0,8,0,30,286,166,0,1,0,8
492643,American Massage & Bodywork Institute,2019,Virginia,"Private for-profit, less-than 2-year",No,0,,,,,,87,0,0,,,0,,,,87,0,
130493,Southern Connecticut State University,2019,Connecticut,"Public, 4-year or above",No,0,1676,496,14,0,0,0,0,0,14,108,0,1563,496,14,0,0,122
455196,Jersey College,2019,New Jersey,"Private for-profit, 2-year",No,640,,,,,,0,397,0,,,639,,,,0,397,
182634,Colby-Sawyer College,2019,New Hampshire,"Private not-for-profit, 4-year or above",No,8,198,0,0,0,0,12,0,0,0,0,8,198,0,0,12,0,0
185572,Monmouth University,2019,New Jersey,"Private not-for-profit, 4-year or above",No,1,1106,556,0,14,0,0,0,0,12,12,1,1105,556,14,0,0,24
237996,West Virginia Junior College-Morgantown,2019,West Virginia,"Private for-profit, 2-year",No,259,,,,,,0,8,0,,,259,,,,0,8,
161004,Bowdoin College,2019,Maine,"Private not-for-profit, 4-year or above",No,0,472,0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0
183743,Bergen Community College,2019,New Jersey,"Public, 2-year",No,2110,,,,,,17,61,0,,,2109,,,,14,61,
433970,Harris School of Business-Sanford Campus,2019,Maine,"Private for-profit, less-than 2-year",No,0,,,,,,13,34,0,,,0,,,,13,34,
456065,Paul Mitchell the School-Cleveland,2019,Ohio,"Private for-profit, less-than 2-year",No,0,,,,,,0,75,0,,,0,,,,0,75,
442392,Antioch University-PhD Program in Leadership and Change,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,0,22,4,0,0,0,0,0,0,0,0,0,22,4,0,0,0
161138,Eastern Maine Community College,2019,Maine,"Public, 2-year",No,309,,,,,,0,73,0,,,303,,,,0,71,
445647,Spa Tech Institute-Westboro,2019,Massachusetts,"Private for-profit, less-than 2-year",No,0,,,,,,120,0,0,,,0,,,,120,0,
160995,Beal College,2019,Maine,"Private for-profit, 4-year or above",No,113,0,0,0,0,0,0,6,0,0,0,110,0,0,0,0,6,0
231165,Vermont Technical College,2019,Vermont,"Public, 4-year or above",No,312,152,1,0,0,0,4,142,0,0,0,311,152,1,0,4,142,0
436003,Central Career Institute LLC,2019,New Jersey,"Private for-profit, less-than 2-year",No,,,,,,,,,,,,,,,,,,
167525,Quincy College,2019,Massachusetts,"Public, 2-year",No,461,,,,,,66,15,0,,,450,,,,60,14,
203580,Lake Erie College,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,129,82,0,0,0,0,0,0,32,0,0,128,82,0,0,0,32
413778,Stone Academy-Waterbury,2019,Connecticut,"Private for-profit, 2-year",No,0,,,,,,50,59,0,,,0,,,,50,59,
431099,Jolie Hair and Beauty Academy-Ludlow,2019,Massachusetts,"Private for-profit, less-than 2-year",No,0,,,,,,96,28,0,,,0,,,,96,28,
184056,Lincoln Technical Institute-Iselin,2019,New Jersey,"Private for-profit, less-than 2-year",No,0,,,,,,0,256,0,,,0,,,,0,256,
492102,Daniel Morgan Graduate School of National Security,2019,District of Columbia,"Private not-for-profit, 4-year or above",No,0,0,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
407568,Raphael's School of Beauty Culture Inc-Boardman,2019,Ohio,"Private for-profit, 2-year",No,0,,,,,,23,16,20,,,0,,,,23,36,
200785,Herzing University-Akron,2019,Ohio,"Private not-for-profit, 4-year or above",No,107,24,0,0,0,0,0,19,0,0,0,107,24,0,0,0,19,0
165802,Fisher College,2019,Massachusetts,"Private not-for-profit, 4-year or above",No,85,245,36,0,0,0,0,16,0,0,0,84,244,36,0,0,16,0
459082,Virginia Polytechnic Institute & State University,2019,Virginia,"Public, 4-year or above",No,,,,,,,,,,,,,,,,,,
485908,Antioch University Online,2019,Ohio,"Private not-for-profit, 4-year or above",No,0,32,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0
434937,Yeshiva College of the Nations Capital,2019,Maryland,"Private not-for-profit, 4-year or above",No,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
451370,Yeshivas Be'er Yitzchok,2019,New Jersey,"Private not-for-profit, 4-year or above",No,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
